GRUPO,NOMBRE GIRA,AÑO,MES,MERCADO,PAÍS,CIUDAD,RECINTO,CAPACIDAD,ENTRADA MÁS BARATA,ENTRADA MÁS CARA
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2023,12,Sudeste Asiático,Tailandia ,Bangkok,Rajamangala National Stadium,51552, $74.50 , $295.01 
ARTMS,Moonshot in Korea,2024,7,Corea del Sur,Corea del Sur,Seúl,Ewha Womans Univ. Samsung Hall,2800, $92.32 , $92.32 
ARTMS,Moonshot in Korea,2024,7,Corea del Sur,Corea del Sur,Seúl,Ewha Womans Univ. Samsung Hall,2800, $92.32 , $92.32 
ARTMS,Moonshot in Japan,2024,7,Japón,Japón,Tokio,KT Zepp Yokohama,2146, $250.00 , $400.00 
ARTMS,Moonshot in US,2024,8,Estados Unidos,Estados Unidos,Nueva York,King's Theatre,3250, $40.00 , $300.00 
ARTMS,Moonshot in US,2024,8,Estados Unidos,Estados Unidos,Atlanta,Tabernacle,2600, $46.00 , $162.00 
ARTMS,Moonshot in US,2024,8,Estados Unidos,Estados Unidos,Denver,The Van Buren,1800, $59.00 , $199.00 
ARTMS,Moonshot in US,2024,8,Estados Unidos,Estados Unidos,Los Ángeles,The Orpheum Theatre,1976, $40.00 , $195.00 
ARTMS,Moonshot in US,2024,9,Estados Unidos,Estados Unidos,San Francisco,The Warfield,2300, $156.64 , $156.64 
ARTMS,Moonshot in US,2024,9,Estados Unidos,Estados Unidos,Mineápolis,Uptown Theater,1700, $39.00 , $199.00 
ARTMS,Moonshot in US,2024,9,Estados Unidos,Estados Unidos,Chicago,Copernicus Center,1852, $49.50 , $175.00 
ARTMS,Moonshot in Latinamerica,2024,9,América Latina,Chile,Santiago de Chile,Teatro Teletón,1250, $53.35 , $298.75 
ARTMS,Moonshot in Latinamerica,2024,9,América Latina,Colombia,Bogotá,Royal Center,4500, $55.32 , $89.63 
ARTMS,Moonshot in Latinamerica,2024,9,México,México,Ciudad de México,Auditorio BB,3252, $40.00 , $160.00 
ARTMS,Moonshot in Europe,2024,10,Europa,Finlandia,Helsinki,House of Culture,1452, $75.00 , $130.00 
ARTMS,Moonshot in Europe,2024,10,Europa,Polonia ,Varsovia,Progresja,2000, $60.00 , $100.00 
ARTMS,Moonshot in Europe,2024,10,Europa,Francia,París,Salle Pleyel,2000, $43.00 , $125.00 
ARTMS,Moonshot in Europe,2024,10,Europa,España,Barcelona,Sala Razzmatazz,2100, $65.00 , $175.00 
ARTMS,Moonshot in Australia,2024,11,Oceanía,Australia,Brisbane,The Tivoli,1560, $65.00 , $185.00 
ARTMS,Moonshot in Australia,2024,11,Oceanía,Australia,Melbourne,170 Russell,1000, $65.00 , $185.00 
ARTMS,Moonshot in Australia,2024,11,Oceanía,Australia,Sídney,Liberty Hall,1200, $65.00 , $185.00 
ARTMS,Moonshot in Macau,2024,11,China,China,Macao,Macau Fisherman's Wharf Convention and Exhibition Center,3000, $90.09 , $193.20 
Stray Kids,DominATE Tour,2024,8,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $85.00 , $120.00 
Stray Kids,DominATE Tour,2024,8,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $85.00 , $120.00 
Stray Kids,DominATE Tour,2024,8,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $85.00 , $120.00 
Stray Kids,DominATE Tour,2024,9,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $85.00 , $120.00 
Stray Kids,DominATE Tour,2024,9,Sudeste asiático,Singapur,Singapur,Estadio Nacional,48000, $120.00 , $250.00 
Stray Kids,DominATE Tour,2024,10,Oceanía,Australia,Melbourne,Estadio Marvel,53000, $100.00 , $240.00 
Stray Kids,DominATE Tour,2024,10,Oceanía,Australia,Sídney,Estadio Allianz,42000, $100.00 , $240.00 
Stray Kids,DominATE Tour,2024,11,China,Taiwán,Kaohsiung,Estadio Nacional de Kaohsiung,55000, $90.00 , $190.00 
Stray Kids,DominATE Tour,2024,11,Japón,Japón,Tokio,Tokyo Dome,55000, $90.00 , $110.00 
Stray Kids,DominATE Tour,2024,11,Japón,Japón,Tokio,Tokyo Dome,55000, $90.00 , $110.00 
Stray Kids,DominATE Tour,2024,11,Japón,Japón,Tokio,Tokyo Dome,55000, $90.00 , $110.00 
Stray Kids,DominATE Tour,2024,11,Sudeste asiático,Filipinas,Bocaue,Arena Filipina,15000, $45.00 , $300.00 
Stray Kids,DominATE Tour,2024,11,China,China,Macao,Galaxy Arena,16000, $80.00 , $230.00 
Stray Kids,DominATE Tour,2024,11,China,China,Macao,Galaxy Arena,16000, $80.00 , $230.00 
Stray Kids,DominATE Tour,2024,12,Sudeste asiático,Tailandia,Bangkok,Estadio Suphachalasai,20000, $80.00 , $190.00 
Stray Kids,DominATE Tour,2024,12,Sudeste asiático,Indonesia,Yakarta,Estadio de Indonesia,82000, $100.00 , $230.00 
Stray Kids,DominATE Tour,2024,1,China,Hong Kong,Hong Kong,AsiaWorld–Arena,14000, $90.00 , $250.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,6,Corea del Sur,Corea del Sur,Seúl,Jamsil Indoor Stadium,11069, $113.00 , $145.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,6,Corea del Sur,Corea del Sur,Seúl,Jamsil Indoor Stadium,11069, $113.00 , $145.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,8,China,China,Hong Kong,"AsiaWorld–Expo, Hall 10",22000, $114.00 , $255.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,8,China,China,Hong Kong,"AsiaWorld–Expo, Hall 10",22000, $114.00 , $255.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,8,China,Taiwán,Taipéi,NTSU Arena,15000, $85.00 , $225.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,8,China,Taiwán,Taipéi,NTSU Arena,15000, $85.00 , $225.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,8,China,Taiwán,Taipéi,NTSU Arena,15000, $85.00 , $225.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2024,8,Sudeste asiático,Indonesia,Yakarta,Beach City International Stadium,15000, $85.00 , $195.00 
I-DLE,I-DOL,2024,8,China,China,Hong Kong,Asia World Expo Arena,14000, $90.00 , $245.00 
I-DLE,I-DOL,2024,8,China,China,Hong Kong,Asia World Expo Arena,14000, $90.00 , $245.00 
I-DLE,I-DOL,2024,8,China,China,Hong Kong,Asia World Expo Arena,14000, $90.00 , $245.00 
I-DLE,I-DOL,2024,9,Estados Unidos,Estados Unidos,Tacoma,Tacoma Dome,23000, $65.00 , $405.00 
I-DLE,I-DOL,2024,10,China,Taiwán,Taipéi,Taipei Arena,10000, $90.00 , $220.00 
I-DLE,I-DOL,2024,10,Sudeste asiático,Tailandia,Bangkok,Impact Arena,11000, $80.00 , $190.00 
I-DLE,I-DOL,2024,10,China,China,Macao,Galaxy Arena,18000, $60.00 , $235.00 
I-DLE,I-DOL,2024,10,China,China,Macao,Galaxy Arena,18000, $60.00 , $235.00 
I-DLE,I-DOL,2024,10,China,China,Macao,Galaxy Arena,18000, $60.00 , $235.00 
I-DLE,I-DOL,2024,10,Oceanía,Australia,Melbourne,Rod Laver Arena,15000, $450.00 , $592.00 
I-DLE,I-DOL,2024,11,Oceanía,Australia,Sídney,Qudos Bank Arena,21000, $115.00 , $500.00 
Super Junior,Super Show Spin-Off: Halftime,2024,7,Sudeste asiático,Tailandia,Bangkok,Impact Challenger Hall 1,20000, $69.00 , $180.00 
Super Junior,Super Show Spin-Off: Halftime,2024,7,Sudeste asiático,Singapur,Singapur,Singapore Indoor Stadium,12000, $154.00 , $258.00 
Super Junior,Super Show Spin-Off: Halftime,2024,9,China,China,Hong Kong,Asia World Arena,14000, $113.00 , $241.00 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2024,2,México,México,Ciudad de México,Foro Sol,65000, $25.49 , $244.70 
TWICE,"TWICE 5th World Tour ""Ready To Be""",2024,2,Brasil,Brasil,Sao Paulo,Allianz Parque,43713, $80.62 , $161.24 
TWICE,"TWICE 5th World Tour ""Ready To Be"" Japan Special",2024,7,Japón ,Japón,Osaka,Yanmar Stadium Nagai,50000, $90.61 , $160.32 
TWICE,"TWICE 5th World Tour ""Ready To Be"" Japan Special",2024,7,Japón ,Japón,Tokio,Ajinomoto Stadium,48013, $90.61 , $160.32 
TWICE,"TWICE 5th World Tour ""Ready To Be"" Japan Special",2024,7,Japón ,Japón,Yokohama,Nissan Stadium,72327, $90.61 , $160.32 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2024,1,Sudeste Asiático,Filipinas,Bucalán,Philippine Sports Stadium,20000, $80.00 , $335.00 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2024,1,China,China ,Macao,Olympic Sports Center Stadium,"102,97", $102.97 , $347.82 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2024,3,Corea del Sur,Corea del Sur,Incheon,Incheon Asiad Main Stadium,30000, $100.00 , $150.00 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2024,4,Corea del Sur,Corea del Sur,Seúl,Seoul World Cup Stadium,66704, $92.46 , $138.69 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2024,5,Japón ,Japón,Osaka,Yanmar Stadium Nagai,47816, $104.86 , $188.75 
SEVENTEEN,"SEVENTEEN Tour ""Follow"" ",2024,5,Japón ,Japón,Kanagawa,Nissan Stadium,69143, $104.86 , $188.75 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,10,Corea del Sur,Corea del Sur,Goyang,Goyang Stadium,44311, $92.48 , $138.71 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,10,Estados Unidos ,Estados Unidos,Rosemont,Allstate Arena,16272, $60.00 , $550.00 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,10,Estados Unidos ,Estados Unidos,Belmont Park,UBS Arena,19000, $80.00 , $550.00 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,10,Estados Unidos ,Estados Unidos,San Antonio,Frost Bank Center,19000, $60.00 , $550.00 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,11,Estados Unidos ,Estados Unidos,Oakland,Oakland Arena,19200, $85.00 , $550.00 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,11,Estados Unidos ,Estados Unidos,Los Ángeles,BMO Stadium ,22000, $80.00 , $550.00 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,11,Japón ,Japón,Nagoya,Vantelin Dome ,50619, $118.79 , $174.69 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,12,Japón ,Japón,Tokio,Tokyo Dome,55000, $118.79 , $174.69 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,12,Japón ,Japón,Osaka,Kyocera Dome Osaka,55000, $118.79 , $174.69 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2024,12,Japón ,Japón,Fukoaka,Mizuho Paypay Dome,47500, $118.79 , $174.69 
ARTMS,Lunar Theory in Korea,2025,3,Corea del Sur,Corea del Sur,Seúl,Ewha Womans Univ. Samsung Hall,2800, $92.32 , $92.32 
ARTMS,Lunar Theory in Korea,2025,3,Corea del Sur,Corea del Sur,Seúl,Ewha Womans Univ. Samsung Hall,2800, $92.32 , $92.32 
ARTMS,Lunar Theory in US,2025,3,Estados Unidos,Estados Unidos,Chicago,Copernicus Center,1852, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,3,Estados Unidos,Estados Unidos,Indianápolis,Egyptian Room,2000, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,Detroit,The Fillmore,1315, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,Nueva York,Town Hall,1500, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,Richmond,Dominion Energy Center,1800, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,San Petersburgo,Mahaffey Theater,2031, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,Houston,Bayou Music Center,3000, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,Los Ángeles,Wilshire Ebell Theatre,1270, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,San Francisco,Palace of Fine Arts,5000, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,Estados Unidos,Estados Unidos,Tacoma,Pantages Theatre,2703, $60.00 , $190.00 
ARTMS,Lunar Theory in US,2025,4,América del Norte,Canadá,Vancouver,Vogue Theatre,1280, $60.00 , $190.00 
ARTMS,Lunar Theory in Europe,2025,5,Europa,Inglaterra,Londres,Troxy,3100, $55.00 , $110.00 
ARTMS,Lunar Theory in Europe,2025,5,Europa,Países Bajos,Eindhoven,Effenaar,1300, $55.00 , $88.00 
ARTMS,Lunar Theory in Europe,2025,5,Europa,Francia,París,ASalle Pleyel,2000, $55.00 , $110.00 
ARTMS,Lunar Theory in Europe,2025,5,Europa,Italia,Milán,Santeria Toscana,560, $55.00 , $110.00 
ARTMS,Lunar Theory in Europe,2025,5,Europa,Dinamarca,Copenhague,Amager Bio,1000, $55.00 , $110.00 
ARTMS,Lunar Theory in Europe,2025,5,Europa,Polonia ,Varsovia,Progresja,2000, $55.00 , $110.00 
Stray Kids,DominATE Tour,2025,1,China,Hong Kong,Hong Kong,AsiaWorld–Arena,14000, $90.00 , $250.00 
Stray Kids,DominATE Tour,2025,3,América Latina,Chile,Santiago de Chile,Estadio Bicentenario de La Florida,11376, $69.81 , $330.34 
Stray Kids,DominATE Tour,2025,3,América Latina,Chile,Santiago de Chile,Estadio Bicentenario de La Florida,11376, $69.81 , $330.34 
Stray Kids,DominATE Tour,2025,4,Brasil,Brasil,Río de Janeiro,Estadio Nilton Santos,60000, $77.93 , $457.15 
Stray Kids,DominATE Tour,2025,4,Brasil,Brasil,São Paulo,Estadio MorumBIS,72039, $77.93 , $457.15 
Stray Kids,DominATE Tour,2025,4,Brasil,Brasil,São Paulo,Estadio MorumBIS,72039, $77.93 , $457.15 
Stray Kids,DominATE Tour,2025,4,América Latina,Perú,Lima,Estadio San Marcos,32000, $56.14 , $183.88 
Stray Kids,DominATE Tour,2025,4,México,México,Ciudad de México,Estadio GNP Seguros,37500, $49.50 , $179.50 
Stray Kids,DominATE Tour,2025,4,México,México,Ciudad de México,Estadio GNP Seguros,37500, $49.50 , $179.50 
Stray Kids,DominATE Tour,2025,5,Japón,Japón,Fukuroi,Estadio Shizuoka ECOPA,50889, $106.97 , $106.97 
Stray Kids,DominATE Tour,2025,5,Japón,Japón,Fukuroi,Estadio Shizuoka ECOPA,50889, $106.97 , $106.97 
Stray Kids,DominATE Tour,2025,5,Japón,Japón,Fukuroi,Estadio Shizuoka ECOPA,50889, $106.97 , $106.97 
Stray Kids,DominATE Tour,2025,5,Japón,Japón,Fukuroi,Estadio Shizuoka ECOPA,50889, $106.97 , $106.97 
Stray Kids,DominATE Tour,2025,5,Estados Unidos,Estados Unidos,Seattle,Parque T-Mobile,47929, $44.00 , $229.50 
Stray Kids,DominATE Tour,2025,5,Estados Unidos,Estados Unidos,San Francisco,Parque Oracle,40800, $35.00 , $229.50 
Stray Kids,DominATE Tour,2025,5,Estados Unidos,Estados Unidos,Inglewood,Estadio SoFi,70240, $51.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Inglewood,Estadio SoFi,70240, $51.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Condado de Arlington,Campo de vida del globo,40300, $61.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Condado de Arlington,Campo de vida del globo,40300, $61.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Cumberland,Parque Truist,41149, $65.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Orlando,Estadio Camping World,65000, $73.00 , $225.00 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Nueva York,Citi Field,41922, $29.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Nueva York,Citi Field,41922, $29.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Washington D. C.,Parque Nacional,41373, $64.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,Estados Unidos,Estados Unidos,Chicago,Campo Wrigley,41200, $175.00 , $229.50 
Stray Kids,DominATE Tour,2025,6,América del Norte,Canadá,Toronto,Estadio Rogers,49115, $66.00 , $229.50 
Stray Kids,DominATE Tour,2025,7,Europa,Países Bajos,Ámsterdam,Estadio Johan Cruijff,55000, $133.79 , $743.13 
Stray Kids,DominATE Tour,2025,7,Europa,Alemania,Fráncfort del Meno,Parque del Deutsche Bank,58000, $426.00 , $609.00 
Stray Kids,DominATE Tour,2025,7,Europa,Inglaterra,Londres,Estadio del Tottenham Hotspur,62850, $131.00 , $161.00 
Stray Kids,DominATE Tour,2025,7,Europa,Inglaterra,Londres,Estadio del Tottenham Hotspur,62850, $131.00 , $161.00 
Stray Kids,DominATE Tour,2025,7,Europa,España,Madrid,Riad Air Metropolitano,68456, $110.00 , $621.00 
Stray Kids,DominATE Tour,2025,7,Europa,España,Madrid,Riad Air Metropolitano,68456, $110.00 , $621.00 
Stray Kids,DominATE Tour,2025,7,Europa,Francia,Saint-Denis,Estadio de Francia,80000, $94.44 , $229.51 
Stray Kids,DominATE Tour,2025,7,Europa,Francia,Saint-Denis,Estadio de Francia,80000, $94.44 , $229.51 
Stray Kids,DominATE Tour,2025,7,Europa,Italia,Roma,Estadio Olímpico,70000, $84.04 , $519.45 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2025,2,México,México,Ciudad de México,Palacio de los Deportes,20000, $75.79 , $310.62 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2025,3,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $113.00 , $145.00 
aespa,"2nd Live Tour ""Synk: Parallel Line""",2025,3,Corea del Sur,Corea del Sur,Seúl,KSPO Dome,15000, $113.00 , $145.00 
Super Junior,Super Junior-D&E World Tour: ECLIPSE,2025,1,Sudeste asiático,Malasia,Kuala Lumpur,Mega Star Arena,5000, $82.00 , $196.00 
SHINee,SHINee WORLD Ⅶ [E.S.S.A.Y],2025,5,Corea del Sur,Corea del Sur,Seúl,Olympic Gymnastics Arena,15000, $113.00 , $145.00 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2025,1,Sudeste Asiático,Singapur,Singapur,National Stadium,55000, $127.69 , $294.90 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2025,2,Japón ,Japón,Jakarta,Jakarta International Stadium,82000, $118.79 , $174.69 
SEVENTEEN,"SEVENTEEN ""RIGHT HERE"" WORLD TOUR",2025,2,Sudeste Asiático,Tailandia ,Bangkok,Rajamangala National Stadium,51552, $83.41 , $277.02 
